-0.515990,0.079103
-0.497656,0.083304
-0.495922,0.083499
-0.513460,0.076276
-0.531141,0.069486
-0.544250,0.061971
-0.562166,0.061544
-0.580070,0.060561
-0.575015,0.065520
-0.560300,0.066770
-0.543934,0.072957
-0.535465,0.081091
-0.521920,0.068808
-0.507455,0.074916
-0.489826,0.077027
-0.474039,0.090284
-0.453878,0.092179
-0.468730,0.080938
-0.486753,0.073272
-0.500537,0.081082
-0.512131,0.077675
-0.528096,0.070029
-0.541018,0.067377
-0.549880,0.082553
-0.554182,0.071124
-0.561861,0.070617
-0.571050,0.069798
-0.583145,0.060416
-0.599177,0.060431
-0.612895,0.053160
-0.622579,0.041266
-0.628757,0.027336
-0.631354,0.012983
-0.633951,-0.001371
-0.636547,-0.015725
-0.639144,-0.030078
-0.641740,-0.044432
-0.644337,-0.058785
-0.646934,-0.073139
-0.649530,-0.087492
-0.652127,-0.101846
-0.654724,-0.116199
-0.657320,-0.130553
-0.659917,-0.144907
-0.657780,-0.137921
-0.654186,-0.124375
-0.645851,-0.113162
-0.640839,-0.100080
-0.637492,-0.086089
-0.630919,-0.073215
-0.626020,-0.059529
-0.622494,-0.045227
-0.620544,-0.030531
-0.618788,-0.015786
-0.617451,-0.000947
-0.616337,0.013941
-0.614128,0.028476
-0.605356,0.040686
-0.594341,0.051360
-0.582025,0.060503
-0.567830,0.063685
-0.555318,0.065084
-0.545768,0.078741
-0.536087,0.091957
-0.527660,0.106671
-0.521154,0.121979
-0.514586,0.105300
-0.508017,0.088622
-0.492907,0.084090
-0.480231,0.089429
-0.464716,0.077661
-0.447689,0.085984
-0.432872,0.098960
-0.424139,0.092907
-0.441235,0.084359
-0.455642,0.083547
-0.466399,0.099417
-0.472901,0.088247
-0.483229,0.098296
-0.488984,0.115506
-0.494738,0.132717
-0.504283,0.122394
-0.509681,0.105814
-0.515256,0.089489
-0.524897,0.075981
-0.534703,0.072621
-0.544725,0.082362
-0.554912,0.070006
-0.565548,0.058434
-0.576907,0.047935
-0.586359,0.036239
-0.592848,0.022776
-0.597745,0.008732
-0.600290,-0.005773
-0.602736,-0.020298
-0.603343,-0.034934
-0.603912,-0.049572
-0.604647,-0.064180
-0.608524,-0.078206
-0.613731,-0.091589
-0.620694,-0.104086
-0.625795,-0.117315
-0.629819,-0.130777
-0.633238,-0.144369
-0.639728,-0.156444
-0.646168,-0.168470
-0.650736,-0.181322
-0.655624,-0.193933
-0.660704,-0.206400
-0.668003,-0.217457
-0.674680,-0.228750
-0.680091,-0.240633
-0.684932,-0.252631
-0.689400,-0.264705
-0.697055,-0.274109
-0.707868,-0.279748
-0.720077,-0.277833
-0.724238,-0.284062
-0.722498,-0.296263
-0.720758,-0.308465
-0.719018,-0.320667
-0.717278,-0.332868
-0.715538,-0.345070
-0.713799,-0.357272
-0.712059,-0.369473
-0.710319,-0.381675
-0.712375,-0.393166
-0.715887,-0.404385
-0.719399,-0.415604
-0.722910,-0.426822
-0.726422,-0.438041
-0.729933,-0.449260
-0.733445,-0.460479
-0.736957,-0.471698
-0.740468,-0.482916
-0.743980,-0.494135
-0.747492,-0.505354
-0.751003,-0.516573
-0.754515,-0.527791
-0.758026,-0.539010
-0.761538,-0.550229
-0.765050,-0.561448
-0.763695,-0.563066
-0.756989,-0.554128
-0.750419,-0.545104
-0.746440,-0.534439
-0.742460,-0.523774
-0.738428,-0.513112
-0.733860,-0.502483
-0.729293,-0.491853
-0.725040,-0.481019
-0.721218,-0.469906
-0.717396,-0.458792
-0.717095,-0.447372
-0.718758,-0.435780
-0.720421,-0.424188
-0.722084,-0.412597
-0.723746,-0.401005
-0.725409,-0.389413
-0.727072,-0.377822
-0.728735,-0.366230
-0.730397,-0.354638
-0.731345,-0.343196
-0.725252,-0.333221
-0.719159,-0.323247
-0.713941,-0.312581
-0.708786,-0.301866
-0.703359,-0.291138
-0.697802,-0.280403
-0.688238,-0.276543
-0.676465,-0.275972
-0.668041,-0.266564
-0.661780,-0.255620
-0.656737,-0.243811
-0.650999,-0.232173
-0.644989,-0.220595
-0.638803,-0.208890
-0.632286,-0.197264
-0.625413,-0.185708
-0.620765,-0.172884
-0.616084,-0.160018
-0.611323,-0.147046
-0.602973,-0.136360
-0.596951,-0.124219
-0.593601,-0.110395
-0.588952,-0.096836
-0.585634,-0.083054
-0.586089,-0.068605
-0.586545,-0.054157
-0.587000,-0.039709
-0.585697,-0.025620
-0.579511,-0.012517
-0.578830,0.002119
-0.578148,0.016754
-0.575798,0.030859
-0.566326,0.041910
-0.555128,0.051672
-0.543774,0.061943
-0.533059,0.071523
-0.526566,0.085781
-0.512441,0.092188
-0.496814,0.093234
-0.489002,0.108494
-0.484256,0.125223
-0.475339,0.137710
-0.469582,0.120540
-0.463825,0.103371
-0.452638,0.096613
-0.440618,0.092622
-0.431144,0.079695
-0.415149,0.087598
-0.401980,0.103083
-0.388931,0.100559
-0.403481,0.087451
-0.416392,0.085092
-0.423764,0.102655
-0.435030,0.104282
-0.444151,0.106406
-0.449809,0.123584
-0.455883,0.140295
-0.464106,0.131336
-0.467910,0.114425
-0.476998,0.100203
-0.489817,0.104441
-0.503451,0.097851
-0.512114,0.084452
-0.519078,0.070377
-0.528356,0.058167
-0.539088,0.047425
-0.549485,0.036784
-0.554621,0.023710
-0.556491,0.009230
-0.557954,-0.005253
-0.558884,-0.019738
-0.559815,-0.034224
-0.561198,-0.048611
-0.562731,-0.062965
-0.564343,-0.077274
-0.566089,-0.091505
-0.568315,-0.105430
-0.578620,-0.114241
-0.581761,-0.127841
-0.584877,-0.141413
-0.587909,-0.154888
-0.591369,-0.168194
-0.596525,-0.180828
-0.603053,-0.192598
-0.609857,-0.204073
-0.615035,-0.216254
-0.619688,-0.228525
-0.623936,-0.240867
-0.628162,-0.253105
-0.632375,-0.265272
-0.636429,-0.277392
-0.640354,-0.289473
-0.646420,-0.294379
-0.656222,-0.286760
-0.665835,-0.282053
-0.674607,-0.290369
-0.680458,-0.300438
-0.684452,-0.311622
-0.688638,-0.322696
-0.694462,-0.332824
-0.700285,-0.342953
-0.699059,-0.354486
-0.697504,-0.366083
-0.695949,-0.377681
-0.694394,-0.389279
-0.692840,-0.400876
-0.691285,-0.412474
-0.689730,-0.424072
-0.688175,-0.435669
-0.686621,-0.447267
-0.687846,-0.458676
-0.691149,-0.469945
-0.694453,-0.481214
-0.699157,-0.491779
-0.704559,-0.501993
-0.709479,-0.512358
-0.713082,-0.523132
-0.716685,-0.533907
-0.720841,-0.544367
-0.726803,-0.553801
-0.732765,-0.563234
-0.737635,-0.573076
-0.742106,-0.583067
-0.746577,-0.593058
-0.740186,-0.594661
-0.729491,-0.592942
-0.718796,-0.591222
-0.711714,-0.583951
-0.705944,-0.574663
-0.700632,-0.565164
-0.698294,-0.554294
-0.695955,-0.543424
-0.693617,-0.532553
-0.688818,-0.522944
-0.680735,-0.515017
-0.673874,-0.506058
-0.668572,-0.495784
-0.663545,-0.485400
-0.661427,-0.473860
-0.659310,-0.462319
-0.657192,-0.450779
-0.657503,-0.439193
-0.658888,-0.427588
-0.660274,-0.415982
-0.661659,-0.404377
-0.663044,-0.392771
-0.664430,-0.381166
-0.665815,-0.369560
-0.667201,-0.357955
-0.668586,-0.346349
-0.665202,-0.335519
-0.660248,-0.324944
-0.655617,-0.314132
-0.651345,-0.303058
-0.646286,-0.292751
-0.634918,-0.288592
-0.624210,-0.292781
-0.613696,-0.299431
-0.607418,-0.289131
-0.602273,-0.277539
-0.599596,-0.264903
-0.596919,-0.252268
-0.591996,-0.240230
-0.586819,-0.228203
-0.583217,-0.215432
-0.579287,-0.202760
-0.573320,-0.190702
-0.568276,-0.178112
-0.563721,-0.165247
-0.561235,-0.151668
-0.558749,-0.138089
-0.555339,-0.124589
-0.551437,-0.111251
-0.542738,-0.100083
-0.534284,-0.088603
-0.531746,-0.074269
-0.528768,-0.060024
-0.523718,-0.046203
-0.524011,-0.031620
-0.525069,-0.016929
-0.526126,-0.002238
-0.527183,0.012454
-0.528240,0.027145
-0.526124,0.041522
-0.520275,0.053174
-0.506538,0.057430
-0.497517,0.069587
-0.494589,0.084936
-0.488978,0.099471
-0.477640,0.110127
-0.464933,0.119983
-0.454658,0.118189
-0.447949,0.122318
-0.441257,0.138270
-0.427505,0.140806
-0.419835,0.124234
-0.411866,0.107378
-0.402796,0.090701
-0.389651,0.087181
-0.375327,0.099340
-0.358389,0.102516
-0.349434,0.103431
-0.362502,0.093079
-0.378680,0.087179
-0.391435,0.098044
-0.396858,0.115940
-0.402886,0.133429
-0.410419,0.148427
-0.423638,0.145417
-0.435081,0.148013
-0.437866,0.131349
-0.448770,0.123294
-0.461229,0.114290
-0.468677,0.100539
-0.474448,0.085992
-0.480811,0.071915
-0.489731,0.059710
